EmployerName,Position,RegularPay,TotalWages
"University of California, Los Angeles",Publ Admstn Anl Sr Supv,0,11063
"University of California, San Diego",Postdoc-Employee,57844,57844
"University of California, San Francisco",Project Policy Anl 2,28170,28170
"University of California, San Diego",Stdt Svc Advisor 2,39600,39600
"University of California, Santa Cruz",Stdt 4,23432,23432
"University of California, Davis",HS Asst Clin Prof-Hcomp,47850,66667
"University of California, Davis",Bus Tchl Supp Anl 2 Tx,57890,57890
"University of California, Los Angeles",Prof In Res-Hcomp,196105,776845
"University of California, Los Angeles",Blank Ast 2,48419,59379
"University of California, Davis",Clin Nurse 2,127824,140939
"University of California, Los Angeles",Resid Phys II-Viii/Rep,66110,78110
"University of California, San Diego",Speech Pathologist Sr Nex,96378,100502
"University of California, San Diego",Stdt 3,1080,1083
"University of California, Davis",Teachg Asst-Gship,13792,13792
"University of California, Los Angeles",Food Svc Worker,6513,7209
"University of California, Davis",Blank Ast 3,50486,54205
"University of California, Irvine",Prof-Ay-B/E/E,247875,345383
"University of California, San Francisco",HS Asst Clin Prof-Hcomp,143096,317665
"University of California, Berkeley",Scrty Guard Sr,55871,64253
"University of California, San Francisco",Scrty Guard,39498,44526
"University of California, Berkeley",Proj Scientist-Fy,124042,124042
"University of California, San Francisco",Nurse Pract 2,199622,201351
"University of California, Irvine",Prof-Ay,119999,207533
"University of California, Santa Barbara",Stdt Activities Appt Official,0,80
"University of California, San Diego",Teacher-Unex-Contract Yr,0,20
"University of California, Riverside",Stdt 1,609,609
"University of California, San Diego",Blank Ast 3,58018,58018
"University of California, Irvine",Blank Ast 2,44669,44713
"University of California, Los Angeles",Stdt Affairs Ofcr 1,40395,40395
"University of California, Berkeley",Teachg Asst-1/10-Gship,9163,9163
"University of California, Davis",Pat Biller 3,64522,65522
"University of California, Riverside",Prof-Ay,141917,141917
"University of California, Los Angeles",Fac Mgt Spec 2,59160,66730
"University of California, Davis",Clin Rsch Mgr 1,25218,25218
"University of California, San Francisco",Non-Phys Clin Train,22875,22875
"University of California, Davis",HS Asst Clin Prof-Hcomp,115432,204007
"University of California, Davis",Clin Nurse 2,127226,165232
"University of California, Davis",Rsch Data Anl 3,31375,31375
"University of California, Berkeley",Stdt 2,37,37
"University of California, Santa Cruz",Gsr-Partial Fee Rem,15293,16068
"University of California, Santa Cruz",Stdt 4,4480,5980
"University of California, Los Angeles",Admin Anl Prn 2,123182,140549
"University of California, San Diego",Decision Supp Spec 4,102022,103022
"University of California, Los Angeles",Stdt 3,12223,12339
"University of California, Davis",Clin Nurse 2,53955,59562
"University of California, Berkeley",Stdt 3,2030,2030
"University of California, San Diego",VIS Prof,25000,25000
"University of California, Irvine",Hs Asst Clin Prof-Hcomp,85287,102329
"University of California, Riverside",Prof-Ay,179400,238900
"University of California, Davis",Asst Prof-Ay,106033,117755
"University of California, San Francisco",SRA 2 Nex,68012,68012
"University of California, San Diego",Stdt 2,441,443
"University of California, San Francisco",Clin Nurse 3,162676,168702
"University of California, Davis",Blank Ast 3,53947,54516
"University of California, Davis",Proj Scientist-Fy,138408,138408
"University of California, San Diego",Prof-Ay,286433,298433
"University of California, Davis",Assoc Specialist,51876,51876
"University of California, San Francisco",Recall Faculty,105737,105737
"University of California, Irvine",Compensation Anl 3,89811,89811
"University of California, San Diego",Interventional Radlg Tchno,116365,136823
"University of California, Irvine",Dietitian Pd,5375,5375
"University of California, Riverside",Stdt Activities Appt Official,0,2834
"University of California, Los Angeles",Admin Nurse 1,173112,196094
"University of California, Los Angeles",Blank Ast 1,42045,42045
"University of California, Los Angeles",Pat Transport Tchn 2 Pd,3108,3187
"University of California, San Diego",Gen Accountant 2,16217,17152
"University of California, Irvine",Med Ctr Custodian Ld,47843,55661
"University of California, Irvine",Clin Rsch Crd Ast,62914,68363
"University of California, Davis",Voc Nurse Sr,59684,68903
"University of California, Irvine",Stdt Recr 1,3432,3432
"University of California, Los Angeles",Rehab Aid 2,37523,38613
"University of California, Berkeley",Postdoc-Employee,35736,35736
"University of California, San Francisco",Clin Nurse 2,157303,170509
"University of California, Irvine",Med Ctr Food Svc Worker Sr,38781,51485
"University of California, Los Angeles",Voc Nurse Sr Supv,78409,83407
"University of California, San Francisco",Practice Crd 3,9455,9455
"University of California, Los Angeles",Custodian Sr,35469,38429
"University of California, Merced",Stdt 1,2125,2125
"University of California, Los Angeles",Postdoc-Employee,41513,41513
"University of California, Davis",Blank Ast 3,56554,57252
"University of California, Santa Cruz",Stdt 4,712,712
"University of California, Santa Cruz",Rsch Cmplnc Anl 5,96253,103077
"University of California, Santa Barbara",Stdt 1,56,56
"University of California, Davis",Assoc Prof Of Clin-Hcomp,167992,173944
"University of California, Davis",Speech Pathologist Sr Ex,125801,126296
"University of California, San Diego",Financial Svc Anl 2,61539,65617
"University of California, Los Angeles",Publ Admstn Anl Prn,86594,86594
"University of California, San Diego",Prof-Ay-B/E/E,262800,384900
"University of California, San Francisco",Clin Lab Supv 2,152140,171462
"University of California, Riverside",Lect-Ay-Continuing,99299,99299
"University of California, Los Angeles",Coach Ast 3,84369,102369
"University of California, San Diego",Postdoc-Employee,27270,27270
"University of California, San Diego",Clin Nurse 2,84028,99826
"University of California, Los Angeles",Gsr-Partial Fee Rem,18805,18805
"University of California, Berkeley",Plng Spec 3,84721,84721
"University of California, Santa Barbara",Stdt 1,6000,6000
"University of California, Los Angeles",Blank Ast 3,53131,62401
"University of California, San Francisco",Ambul Care Admstn Mgr 1,144838,158984
"University of California, San Diego",Phys Ther 2 Nex,111208,115392
"University of California, Davis",Tchn,255,255
"University of California, Irvine",Const Insp 3,97215,101034
"University of California, Riverside",Stdt 1,6141,6146
"University of California, San Francisco",Gsr-Full Fee Rem,10625,10625
"University of California, Berkeley",Digital Comm Spec 4,88349,88349
"University of California, San Diego",Postdoc-Employee,5333,5333
"University of California, Los Angeles",Clin Social Worker 3,88969,94253
"University of California, Irvine",Gsr-No Rem,20121,20121
"University of California, San Diego",Radlg Tchno Pd,10373,18500
"University of California, Santa Barbara",Stdt Volunteer,0,200
"University of California, Irvine",Fac Supv 1,101075,109342
"University of California, Los Angeles",Cmty Health Prg Repr Pd,5199,5199
"University of California, San Diego",IT Scrty Anl 3,88174,89174
"University of California, Irvine",Blank Ast 3,50486,50523
"University of California, Irvine",Resid Phys II-Viii/Rep,40570,44705
"University of California, Irvine",Lect In Summer Session,0,9678
"University of California, Irvine",Hosp Ast 1 Pd,39542,49082
"University of California, San Diego",Gsr-Tuit & Fee Rem,8129,8129
"University of California, Davis",Acad Prg Mgt Ofcr 5,110727,120696
"University of California, San Francisco",Asst Adj Prof-Hcomp,53154,90827
"University of California, Berkeley",Teachg Asst-1/10-Gship,22705,22705
"University of California, Davis",Benefits Anl 2,55518,60238
"University of California, Los Angeles",Mgr,141783,141783
"University of California, Los Angeles",Food Svc Worker,9273,9755
"University of California, Los Angeles",Stdt 3,7516,7580
"University of California, Irvine",Reader-Non Gship,2493,2493
"University of California, Davis",Med Ofc Svc Crd 1 Pd,14582,14600
"University of California, Riverside",Stdt 1,712,716
"University of California, Berkeley",Stdt 2,198,198
"University of California, Los Angeles",Res-Fy,124983,124983
"University of California, Davis",Med Ctr Scrty Ofcr,36761,45058
"University of California, San Diego",Stdt 3,5090,5090
"University of California, Irvine",Media Comm Spec 4,45646,45646
"University of California, Davis",Applications Prg Supv 2,77386,108465
"University of California, San Diego",Applications Progr 3,32571,37151
"University of California, San Francisco",Nurse Pd,23219,24828
"University of California, Berkeley",EHS Spec 3,96192,96192
"University of California, Los Angeles",Admin Anl Sr,77556,78556
"University of California, Riverside",Stdt 1,1148,1148
"University of California, Riverside",Stdt 1,648,649
"University of California, Irvine",Med Ctr Custodian Sr,630,630
"University of California, Davis",Prof Of Clin-Hcomp,256686,508168
"University of California, Berkeley",Academic Coord I-Fy,14080,18580
"University of California, Irvine",Resid Phys II-Viii/Rep,69069,76836
"University of California, Davis",Prof-Hcomp,241875,263433
"University of California, Los Angeles",Resid Phys/Subspec 4-8/Rep,74223,111623
"University of California, Los Angeles",Teacher-Unex-Contract Yr,0,19650
"University of California, San Francisco",Financial Anl 4,111095,111095
"University of California, Los Angeles",Reader-Gship,1837,1837
"University of California, Davis",Blank Ast 3,62824,62832
"University of California, Irvine",Asst Proj Scientist-Fy,63450,63450
"University of California, Santa Cruz",Stdt 4,1396,1766
"University of California, San Francisco",Exec Ast 4,102627,103627
"University of California, Irvine",Pharmacist Pd,5184,15942
"University of California, Los Angeles",Cook Ast,32820,34510
"University of California, Merced",Prof-Ay-B/E/E,223383,223383
"University of California, San Diego",Med Ctr Custodian,39932,46065
"University of California, San Francisco",Clin Nurse 2,166997,215139
"University of California, Los Angeles",Clin Social Worker 3,93429,93429
"University of California, San Francisco",Reg Resp Ther Pd,44711,46037
"University of California, San Francisco",Clin Nurse 2,160377,198519
"University of California, Los Angeles",Stdt 1,5418,5418
"University of California, Los Angeles",Tut-Non Gship,6297,6297
"University of California, Los Angeles",Blank Ast 3,53270,54541
"University of California, Riverside",Employment Repr 4,118830,118830
"University of California, San Diego",Clin Rsch Crd Ast,11884,11884
"University of California, Irvine",Data Sys Anl 3,89075,89075
"University of California, Irvine",Stdt 4,952,955
"University of California, Irvine",Teachg Asst-Gship,22966,31835
"University of California, Santa Cruz",Prof-Ay,132967,153873
"University of California, Santa Barbara",Stdt 1,6019,6019
"University of California, Merced",Asst Prof-Ay,91767,97112
"University of California, San Diego",Stdt 3,2940,2940
"University of California, San Diego",Tchn,46396,46396
"University of California, Berkeley",Stdt 3,955,955
"University of California, Berkeley",Reader-Gship,1314,1314
"University of California, Santa Cruz",Recr Prg Leader 2 Bya,0,72
"University of California, Davis",Sra 2 Nex,62858,62858
"University of California, San Diego",Stdt 2,1408,1413
"University of California, Los Angeles",Med Ctr Custodian Sr,7183,12569
"University of California, Santa Barbara",Reader-Non Gship,617,617
"University of California, Los Angeles",Teachg Asst-Gship,18926,18926
"University of California, Los Angeles",Pat Comm Repr,18397,18512
"University of California, San Diego",Postdoc-Employee,7444,56097
"University of California, Irvine",Teachg Asst-Gship,22720,22720
"University of California, Berkeley",Prof-Ay,320700,427070
"University of California, San Diego",Cmty Educ Spec 1,8928,8928
"University of California, San Diego",Admin Ofcr 2,55875,57226
"University of California, San Francisco",Asst Res-Fy,81483,81483
"University of California, Los Angeles",Info Sys Mgr 2,172021,195636
